image_id,label,mean_lbp,median_lbp,std_lbp,kurtosis_lbp,skewness_lbp,SRE_deg0,LRE_deg0,GLN_deg0,RLN_deg0,RP_deg0,LGLRE_deg0,HGL_deg0,SRLGLE_deg0,SRHGLE_deg0,LRLGLE_deg0,LRHGLE_deg0,SRE_deg45,LRE_deg45,GLN_deg45,RLN_deg45,RP_deg45,LGLRE_deg45,HGL_deg45,SRLGLE_deg45,SRHGLE_deg45,LRLGLE_deg45,LRHGLE_deg45,SRE_deg90,LRE_deg90,GLN_deg90,RLN_deg90,RP_deg90,LGLRE_deg90,HGL_deg90,SRLGLE_deg90,SRHGLE_deg90,LRLGLE_deg90,LRHGLE_deg90,SRE_deg135,LRE_deg135,GLN_deg135,RLN_deg135,RP_deg135,LGLRE_deg135,HGL_deg135,SRLGLE_deg135,SRHGLE_deg135,LRLGLE_deg135,LRHGLE_deg135,coarseness_tamura,contrast_tamura,directionality_tamura,roughness_tamura
ABT1,normal,231.8092816,255,60.80474616,33.35366078,-1.144189551,0.80805546,890.7404017,3472.878935,32748.3504,0.333464165,0.201162179,22998.29205,0.131141519,21008.59903,1,40557.06498,0.809380207,449.5645077,4117.838029,35534.26711,0.359561902,0.20614149,22082.2302,0.142643641,20482.1604,1,32274.34714,0.819940508,990.5159786,3547.720021,34398.4544,0.339407646,0.201549062,23024.87547,0.132960384,21202.66717,1,35769.54113,0.811054408,448.176855,4102.386661,35787.05273,0.36037181,0.20570395,22204.30911,0.142094361,20690.96704,1,31438.16875,6.773989321,38.93043518,487.3015179,45.7044245
ABU1,abnormal,218.4583091,255,73.87542189,17.86927075,-1.48391806,0.807981119,284.9687148,4235.63124,37978.16721,0.50358208,0.207104449,25165.31313,0.132418085,23145.34819,1,37144.97372,0.812217257,200.0467095,4862.147346,40742.98265,0.533349002,0.214541751,24268.04694,0.145359141,22620.40008,1,33490.97976,0.807493554,449.7717158,4087.314771,37230.80459,0.49495105,0.206906137,25413.4371,0.130535105,23233.56847,1,38335.19161,0.811381034,208.8338265,4882.238646,40698.80201,0.534078384,0.215246648,24256.35746,0.145391914,22605.6186,1,33087.47817,8.031922983,56.61808098,477.0169957,64.65000397
ABV1,abnormal,217.3233065,255,74.50963183,17.12346632,-1.516986163,0.81911267,485.9495282,5738.73494,49327.38493,0.58688819,0.220213697,17537.09991,0.143470369,16336.54821,1,24375.82461,0.826572707,166.1874268,6530.266475,53811.90675,0.626178716,0.223706999,17007.90283,0.153856397,16183.1032,1,21079.28517,0.825555773,410.4132055,5737.061945,50476.18913,0.590300853,0.219624247,17593.36936,0.1443681,16491.33364,1,23777.27899,0.823075982,183.864497,6462.155642,52870.76609,0.62134411,0.223128308,17036.58995,0.152817389,16146.86109,1,21511.57439,6.869011047,46.13729738,629.4314046,53.00630843
ABW1,abnormal,212.4478742,255,77.89409615,14.12932999,-1.638845352,0.846576643,240.6577699,3818.312787,54082.62641,0.615731324,0.168585858,30688.32157,0.111905775,28657.06285,1,41146.4058,0.843911214,109.4069199,4334.773657,56346.3055,0.644438794,0.173908869,29830.99773,0.119883652,28181.52846,1,37854.39126,0.835542327,205.5619576,3664.338206,51324.34456,0.601870685,0.166069822,30861.05064,0.107162582,28490.70185,1,43661.62907,0.844486359,114.2654532,4331.243522,56465.36452,0.644662229,0.173713371,29814.3918,0.120098117,28144.17647,1,37781.83658,8.123746758,72.53782941,246.3727397,80.66157617
ABX1,abnormal,217.062623,255,74.1592102,16.93209299,-1.534699882,0.781336827,191.7565371,4995.479021,38535.59907,0.453533016,0.21731304,20544.19364,0.137930341,17905.78941,1,38320.301,0.785215302,107.877392,5718.446565,41629.75046,0.484114137,0.220609939,19965.63857,0.148868335,17713.57278,1,32807.0784,0.778258747,268.2922893,4681.984997,37136.30016,0.440931346,0.213858099,20872.13654,0.134506018,18012.26854,1,40318.62795,0.788059761,112.3252833,5614.719902,42063.60169,0.485244542,0.217863079,20237.8857,0.14584318,18158.57187,1,31779.83118,8.501288801,55.89945105,450.7139883,64.40073985
ABY1,abnormal,199.9549218,255,84.04920888,9.433813006,-1.964744662,0.812966928,121.2420976,5172.255432,71497.31323,0.721366627,0.155588398,29816.91612,0.100700164,25967.03599,1,57070.47463,0.824999543,118.2034828,5747.032874,78355.0966,0.765244966,0.159175052,29463.6666,0.108236881,26295.90565,1,47790.55499,0.815526691,125.651105,5009.002224,71574.93248,0.717155104,0.152453152,30108.1501,0.097773433,26283.45481,1,57015.08458,0.827265994,63.11055981,5814.823973,79178.01653,0.768447219,0.160279939,29393.89375,0.109876298,26282.54438,1,47483.86347,7.769932478,91.31057742,462.133915,99.0805099
ABZ1,abnormal,218.0381647,255,73.57719304,17.6157539,-1.507063553,0.78935008,249.4455721,7984.170242,44716.50096,0.563987746,0.269001846,15404.9724,0.171367872,14454.15548,1,20209.53508,0.78442397,150.1911916,9125.213653,46937.68921,0.599056051,0.272685061,14623.32734,0.181969166,13785.75003,1,18643.40453,0.785840467,254.5236834,7954.937219,44104.25479,0.561495955,0.268617793,15428.78891,0.170291824,14450.77368,1,20459.46274,0.788454186,112.1273371,9291.785366,48068.66234,0.606392179,0.273887376,14611.0129,0.184860367,13884.34567,1,17992.90255,7.143748862,40.39081641,410.7733198,47.53456527
ACA1,abnormal,239.0790329,255,52.10869268,52.8477216,-0.916601414,0.77088946,1803.898196,3355.553956,17317.24416,0.231751067,0.265335348,20171.97905,0.16569347,18841.72144,1,29026.70655,0.759865465,1130.971541,4071.736929,18238.13571,0.251074775,0.273985037,18809.00186,0.183385691,17661.68818,1,26015.91666,0.771858034,1670.023451,3377.619893,17372.35662,0.231684357,0.265421612,19985.5919,0.167700548,18585.3254,1,30312.97805,0.760701641,939.7200929,4100.898066,18367.84081,0.252179198,0.275490542,18808.61272,0.185381384,17709.23585,1,25342.28214,5.47568204,25.01700556,457.9144626,30.49268759
ACB1,normal,238.7957737,255,52.39873842,51.75719985,-0.927745214,0.751734472,1356.755438,3442.597312,14848.79685,0.231549725,0.282543219,17829.30157,0.174451936,16401.76624,1,42603.44941,0.740810478,726.8751497,4154.186482,15770.62794,0.252989059,0.286904645,16712.24015,0.190355342,15526.19217,1,30795.08465,0.746118724,1916.54451,3305.713894,14340.60922,0.227037474,0.279700943,18224.13414,0.171675118,16793.12808,1,37659.60049,0.739792078,823.0585049,4070.753907,15601.14396,0.250974515,0.284084354,16889.32081,0.188172434,15693.39826,1,30801.84383,5.34355114,24.39477885,560.5732899,29.73832999
ACC1,abnormal,223.4825499,255,69.34754855,22.04538511,-1.363456276,0.814913987,495.4163344,3103.076591,33557.34078,0.38367344,0.183617302,24368.38561,0.122288562,21870.43074,1,42073.6125,0.812863003,256.4435629,3521.785373,35417.12932,0.406271346,0.187332714,23783.59348,0.130890348,21659.0167,1,36012.74203,0.808537755,474.4214394,3029.085871,32380.44182,0.376679189,0.182597195,24366.13734,0.119983213,21604.38071,1,44542.533,0.813619536,226.7402798,3494.796802,35418.75625,0.405346368,0.186107052,23798.21313,0.129970614,21629.76469,1,36082.61502,7.551065362,53.05503151,459.9471539,60.60609687
ACD1,normal,224.8751312,255,68.37003498,23.54880063,-1.321845256,0.783309499,499.2393726,6029.261132,48784.26906,0.504841383,0.202273415,26796.02959,0.128072531,23652.84211,1,50493.03502,0.784221591,317.0660905,6903.229018,51947.52019,0.535523201,0.208696431,26021.18999,0.139645166,23260.664,1,43385.51713,0.782964239,602.7612171,5662.99954,47213.13238,0.489382102,0.199745392,27139.17091,0.124866113,23700.09655,1,54726.84983,0.78484225,320.2679252,6932.900588,52221.62658,0.537369792,0.208847783,26023.26783,0.139787568,23323.51648,1,42934.60122,8.174865978,53.9092111,465.3176699,62.08407708
ACE1,abnormal,218.173678,255,73.70330086,17.56205461,-1.498969039,0.816986881,315.1977677,4556.128675,42120.85028,0.470189513,0.209726191,17591.08721,0.137162573,16246.31268,1,25706.36266,0.817812997,184.2714912,5209.520992,44703.35966,0.496995192,0.215724307,17031.03927,0.148279833,15919.77267,1,22790.68623,0.814613909,540.0020017,4459.181361,41279.92442,0.464291704,0.210839222,17746.6462,0.136215178,16330.02754,1,26106.34538,0.817989122,173.034809,5159.025727,44731.91353,0.497058084,0.214019469,17121.56361,0.146060095,16067.97258,1,22591.63257,6.889571145,46.77528726,464.6051007,53.66485841
ACF1,abnormal,209.6796282,255,79.25427797,12.90892257,-1.715505067,0.803717863,253.0254836,4035.275782,50525.68407,0.658167757,0.162790289,33161.11576,0.103486289,28687.87016,1,186179.0229,0.815356719,111.4791064,4637.446588,56187.93646,0.708901849,0.167830597,32576.89017,0.112284032,28887.12018,1,161537.6864,0.797018201,176.272,3968.389184,48815.08539,0.647439323,0.162354595,33013.77868,0.101390503,28321.9469,1,246049.3109,0.810119282,121.7675791,4610.617177,54944.80361,0.703180018,0.167972933,32519.20879,0.11214522,28624.98737,1,141992.0013,8.993397359,89.89620502,566.2478167,98.88960237
ACG1,normal,208.1181084,255,80.17173016,12.20642292,-1.754305097,0.835037767,256.3655139,5838.299927,80866.46601,0.775409465,0.15991136,26795.19965,0.106151793,24000.19616,1,49502.89235,0.840475102,120.4569121,6544.530194,87031.96809,0.8211666,0.163920257,26279.68224,0.114438597,23960.27718,1,40880.07712,0.834567857,204.8961833,5829.008309,80983.13303,0.776966941,0.158862204,26843.59596,0.106061047,24090.8606,1,48562.16804,0.838871623,129.2833687,6534.908005,86403.79537,0.818924588,0.163720587,26250.04395,0.114184778,23866.60258,1,41862.57165,7.9203984,75.22981337,587.5547732,83.15021177
ACH1,normal,236.5257124,255,56.32779287,44.61534744,-0.983934572,0.778146767,1416.541298,4137.002529,16961.3803,0.252980199,0.304111863,10651.79817,0.201726607,10395.20829,1,11752.87547,0.771019848,554.036218,4768.504897,18032.46745,0.273353314,0.305734033,9926.844287,0.213821158,9739.910644,1,10735.13908,0.785571257,1270.744485,4124.382426,17387.36859,0.253796808,0.300947965,10661.04107,0.201897649,10438.91389,1,11631.29253,0.766735223,612.6473906,4691.7957,17606.40072,0.270196323,0.304756457,10018.71304,0.212001468,9807.678273,1,10896.29138,5.37079442,17.07123402,605.3269717,22.44202844
ACI1,normal,215.3347507,255,75.78258359,15.86394371,-1.570225536,0.809831109,261.7910875,3759.180082,32129.63166,0.50145527,0.214230203,18148.21073,0.139478399,16517.36381,1,27207.90666,0.81201713,110.9677408,4306.089153,34396.66417,0.532437194,0.218762095,17519.68935,0.150479997,16187.77659,1,24207.0107,0.805333814,326.429896,3741.716661,31305.74694,0.49459061,0.216344879,18043.56782,0.140636763,16244.71119,1,28878.38268,0.808790631,145.5867392,4284.941288,33906.66747,0.529651118,0.218848966,17502.59276,0.149682172,16105.93271,1,24649.86828,8.459410279,50.97822427,471.3927526,59.43763455
ACJ1,normal,227.2750621,255,66.22688038,26.48046153,-1.255907164,0.774270862,415.5518104,3246.940864,16738.02233,0.27032513,0.270627976,18659.27686,0.16728393,17495.55166,1,25185.95909,0.765572806,209.2560506,4092.398615,18146.70102,0.299689665,0.279687994,17099.87264,0.184009576,16192.39799,1,21766.75099,0.770632335,362.7992334,3461.069445,17031.55355,0.27774069,0.273414879,18164.43093,0.171297198,17020.31032,1,24297.61503,0.766049689,206.0724229,4039.343372,18041.98529,0.297461389,0.279771217,17193.0885,0.18485377,16268.71738,1,21981.9986,7.237360439,35.68979306,577.7483444,42.9271535
ACK1,normal,236.0941963,255,56.38893918,42.86213805,-1.005825113,0.769829887,1253.554588,3655.27542,17242.16932,0.258416645,0.28074342,17438.9909,0.180208249,16417.86573,1,23024.45483,0.755105298,685.4852735,4281.501091,17773.43752,0.276772709,0.284584543,16337.5809,0.191968858,15405.24137,1,21302.05514,0.754801098,1244.089614,3415.124301,15908.08622,0.24860964,0.274011276,17707.86491,0.168423489,16528.39395,1,27468.73722,0.75564537,689.7325418,4286.877994,17840.90997,0.277434785,0.282856429,16348.40486,0.189512981,15445.44549,1,21227.70015,6.18300769,25.70249314,234.7527691,31.88550083
ACL1,abnormal,214.4013471,255,75.8252148,15.24562383,-1.606272517,0.78469808,230.3831359,5168.333568,52163.93287,0.621353256,0.180499325,29659.12832,0.115423984,25271.16007,1,76488.24655,0.789971818,108.340188,5859.733773,56845.53096,0.666835118,0.182865345,29267.55985,0.122937889,25526.92965,1,59597.11969,0.775511432,327.4133505,4895.97934,49442.64058,0.603904884,0.178379715,29902.45052,0.112506688,25125.78029,1,82743.23695,0.793729259,113.4420229,5884.231521,57757.05896,0.670577469,0.182773274,29314.43752,0.12341013,25668.81724,1,58250.06038,8.41901912,76.8759992,454.7556574,85.29501832
ACM1,abnormal,218.4143723,255,73.99073726,17.96345926,-1.483386803,0.798481855,293.6849806,3462.80416,28584.29655,0.461149558,0.210317986,20500.78463,0.134194729,18535.0831,1,36507.80587,0.799490736,134.5427621,4078.0411,30952.17565,0.497193387,0.217216391,19644.66861,0.146890638,18031.87139,1,30150.22924,0.790683374,286.8924382,3478.480115,27499.65886,0.453143022,0.213598235,20191.8358,0.134787122,18086.24307,1,42031.94986,0.798949665,181.0606589,4083.138566,30818.26818,0.495963091,0.217610783,19615.60089,0.147052898,17955.02273,1,30526.95922,8.348731753,52.08692942,570.3604856,60.43566117
ACN1,normal,220.9641597,255,71.67306017,19.86917498,-1.424629012,0.78923689,303.4938636,6804.258685,41408.4792,0.499424933,0.255047881,15034.90474,0.16230446,14122.86507,1,20178.1546,0.790873806,174.359212,8054.674999,45125.83266,0.540366921,0.259940266,14188.12168,0.176232279,13497.37865,1,17742.85605,0.793533859,298.2831548,6886.117374,42305.76745,0.504165732,0.255341077,14979.95535,0.163544662,14141.00393,1,19947.63895,0.790666843,159.4038963,8057.23243,45095.6699,0.540331856,0.260438926,14207.10466,0.177388399,13515.07478,1,17619.95743,8.035020685,37.6556025,510.481173,45.69062318
ACO1,abnormal,216.056846,255,75.51131542,16.36788655,-1.547178211,0.822052969,335.323457,3854.142154,44538.18075,0.530925109,0.178262001,24062.00027,0.116459721,21817.25792,1,37865.26393,0.829504573,158.3280631,4399.513403,48428.18991,0.56485735,0.183492611,23402.62278,0.126865947,21643.9924,1,32809.69539,0.826559858,364.4203646,3849.550634,45128.67916,0.531741115,0.178066712,24062.08314,0.117286411,21821.06568,1,37593.07335,0.824852198,172.0329364,4399.785092,47538.67567,0.56157066,0.184219155,23333.35499,0.127112272,21407.99893,1,33399.9463,7.219161415,60.72770339,553.9591419,67.94686481
ACP1,abnormal,184.5170365,247,91.84018187,6.165112344,-2.041033529,0.869751396,39.0090778,4028.018432,49209.032,0.744672309,0.179423814,17090.82207,0.128273531,16355.08489,1,20344.99232,0.88099216,25.09398202,4356.400882,52988.2065,0.777473958,0.184173194,16704.63873,0.136636324,16229.70468,1,18736.82066,0.882322534,51.82320188,4086.025085,51630.65668,0.756119792,0.179659135,17063.49046,0.12980266,16496.76857,1,19521.34774,0.879183416,29.60982238,4343.74937,52542.8488,0.774609375,0.184699674,16701.85614,0.137137926,16178.4331,1,18939.79327,7.176947732,70.11961821,674.6829622,77.29656595
ACQ1,abnormal,207.2462929,255,80.4595019,11.78375411,-1.780537013,0.834164999,204.9211501,4946.416595,64769.51374,0.700193547,0.173569271,23325.03446,0.115760913,21020.38772,1,36561.99333,0.839148469,103.3275967,5427.266595,68704.87661,0.731824989,0.176540361,22939.03962,0.122393486,21019.24672,1,32860.10759,0.830041969,269.3617509,4812.431327,62895.24558,0.687627147,0.173613678,23427.80217,0.115197447,20944.20115,1,38438.15977,0.839907916,98.68910466,5446.109723,69066.52183,0.73403594,0.176524159,22951.98788,0.122159824,21091.37601,1,32570.0267,7.915362928,69.78297103,449.5309154,77.69833396
ACR1,normal,206.812581,255,80.68201656,11.72271021,-1.791753145,0.81021974,214.9172086,4498.580464,53089.36899,0.585038657,0.165848352,29256.58401,0.107495759,25613.96174,1,52925.90652,0.814252085,68.47747263,4973.631733,56550.76442,0.615450638,0.169015979,28769.56153,0.114631627,25676.19123,1,46307.87796,0.804454865,165.2261296,4223.703348,50910.24671,0.569427173,0.16126128,29684.89396,0.102511753,25824.81463,1,55923.09306,0.815861937,73.86391861,4971.548465,56946.22743,0.61711316,0.168066041,28827.79702,0.113710831,25787.29131,1,45615.2983,8.518874673,82.7013611,477.1205337,91.22023578
ACS1,abnormal,206.5242783,255,79.08495839,11.6982101,-1.838872627,0.794423377,183.4243367,1655.083736,29094.96395,0.448529945,0.122170885,32438.84201,0.078183471,26743.80124,1,97060.05652,0.814962193,110.0465051,1854.206867,33428.89313,0.487800899,0.123108815,32413.12194,0.084088356,27674.21952,1,69986.36481,0.795856666,225.5334921,1637.666789,28982.49059,0.445149362,0.122928071,32458.41966,0.078785766,26717.59436,1,99530.17227,0.818208495,150.491438,1867.086989,33876.22539,0.490102958,0.122854264,32398.6092,0.083291455,27824.43895,1,69877.06962,8.368095546,95.6576383,486.525736,104.0257338
ACT1,abnormal,204.2568755,255,82.66489503,10.76283461,-1.841523822,0.832850487,275.679902,7089.541873,97824.49285,0.891545165,0.162344102,31118.32376,0.104716103,28369.27632,1,57652.14864,0.84576475,146.3560504,8164.34283,108102.8001,0.950613839,0.171021817,30341.65262,0.11739521,28310.04175,1,47260.00126,0.847128782,260.4267097,7516.477616,104772.3377,0.91882955,0.165334657,30751.34495,0.109953416,28451.48992,1,57650.57781,0.848016017,148.3000006,8164.391155,109065.8592,0.953249668,0.170462478,30366.79241,0.117301078,28410.8384,1,47871.38163,7.058030646,84.0568448,497.0422132,91.11487545
ACU1,abnormal,214.1714463,255,75.89483513,15.31131119,-1.613886647,0.795770593,289.6627747,3587.273625,42125.27472,0.579899089,0.161043149,33693.32897,0.100882635,29142.64326,1,427442.837,0.807521526,109.9463165,4316.798206,47711.55078,0.635172526,0.168910038,32752.79717,0.113843936,29063.5458,1,240839.2049,0.809983207,248.7311277,3817.207094,45347.45291,0.600683594,0.163683763,33379.97422,0.105926412,29329.84885,1,316536.5886,0.808414717,121.897932,4282.404757,47762.34459,0.634342448,0.16789889,32797.99802,0.11326406,29061.38507,1,224218.9784,8.065391791,87.93325036,511.1170349,95.99864215
ACV1,normal,223.2083945,255,70.03904041,21.92453264,-1.36173791,0.763765477,299.0519054,7805.500452,30020.86859,0.425765871,0.315146874,10897.19339,0.196518188,10572.73788,1,12306.87798,0.762768961,170.6045007,8991.908092,32315.31043,0.458899791,0.319422591,10239.75119,0.211045821,10027.80929,1,11129.90985,0.762470829,371.792758,7700.078104,29555.08507,0.420683132,0.316431113,10963.88691,0.197594427,10588.31505,1,12592.784,0.761552808,157.112224,8959.720465,32112.95853,0.457569513,0.318974686,10234.11029,0.210586504,9996.805059,1,11239.02326,7.106427904,26.99851523,534.1459544,34.10494313
ACW1,abnormal,198.9331966,255,85.7524666,9.107798244,-1.961464396,0.807163176,70.65425496,6083.089702,54753.75684,0.6616496,0.203819807,27050.86333,0.131938995,24354.52476,1,116691.7042,0.815610717,41.5997558,6895.894348,59755.03377,0.704919962,0.20989949,26404.25972,0.144080327,24223.05369,1,69345.44929,0.80936006,67.30402462,6023.236411,55142.62674,0.662046846,0.2016249,27178.62764,0.130514369,24517.1493,1,96508.06301,0.813161263,38.02821539,6906.426513,59267.6816,0.703691443,0.209883998,26375.29257,0.143452122,24169.98229,1,87427.36171,8.370127795,85.45456791,592.4415138,93.82469571
ACX1,abnormal,199.9069385,255,85.59639066,9.431492377,-1.930913011,0.858372771,144.2171349,8474.790384,112523.5517,1.016505636,0.174126914,22654.46435,0.120257073,21237.39719,1,29628.79536,0.861966983,75.58187862,9407.909162,118821.8892,1.061556461,0.180582618,22051.14571,0.130075651,20905.10808,1,27379.51681,0.859653683,149.0045731,8574.904236,113062.4609,1.017858041,0.175326243,22528.15665,0.12173898,21091.55331,1,29998.34881,0.861771812,78.62005315,9364.902302,118376.5624,1.05810311,0.180273737,22029.72579,0.130266042,20820.24528,1,27690.70841,7.495487589,71.52599119,613.5825192,79.02147878
ACY1,normal,213.916749,255,76.96409626,14.94531692,-1.601392843,0.817883083,274.7662279,5284.955213,48662.78733,0.521507907,0.20783093,25158.25026,0.135862816,23271.62328,1,36464.42318,0.813509057,128.3271649,5982.264394,50689.6682,0.548609617,0.212117421,24349.69773,0.143158555,22761.43447,1,32917.08788,0.811632163,222.3752341,4998.610178,46771.03865,0.509721923,0.202847081,25578.67658,0.128659797,23545.46344,1,37805.82822,0.813596146,111.9567775,6048.979135,50794.25592,0.549718965,0.213248981,24201.59852,0.145039025,22555.29274,1,33181.9108,7.276844294,61.74612371,255.3565776,69.02296801
ACZ1,abnormal,205.5873258,255,82.72345673,11.26771088,-1.791970844,0.807399712,113.1575469,7512.12479,55914.52171,0.699661255,0.227047529,22553.79494,0.149831721,20723.77107,1,33055.71174,0.809604901,55.7742245,8461.746918,59538.10053,0.739570618,0.233363235,21868.22038,0.160501319,20394.1842,1,29474.56196,0.808203755,173.3446329,7309.166957,55384.23786,0.691848755,0.224459319,22750.51088,0.146151521,20849.83518,1,33452.19509,0.807684598,59.31461105,8387.901511,58903.21629,0.735679626,0.232674375,21890.9996,0.159314464,20344.53518,1,29817.8626,8.051928118,65.55137964,562.333609,73.60330776
ADA1,abnormal,207.3774595,255,80.75144985,12.03020858,-1.769226706,0.810630205,161.1532986,7851.847438,85165.3673,0.817587269,0.183224572,23684.95631,0.119148474,20870.59373,1,174739.0375,0.81882792,92.92489954,8873.832587,93443.51765,0.876890295,0.187409759,23292.27636,0.128854648,20835.98015,1,109588.2017,0.810188382,198.144362,7804.48821,84482.58941,0.812511067,0.184083286,23709.45992,0.119997293,20748.99973,1,196975.6155,0.817930747,86.74969546,8854.710371,93185.64169,0.877020151,0.187029749,23332.22849,0.12787382,20883.00362,1,132988.9247,8.579021398,77.40268559,484.6218259,85.98170699
ADB1,abnormal,211.7891521,255,77.75051714,13.76840389,-1.667288507,0.839934213,273.2968901,3943.267244,68524.62296,0.585563316,0.140212666,31054.39017,0.0938127,27879.29963,1,50628.20431,0.84341701,138.0791124,4367.174303,72418.58102,0.61214736,0.144041025,30527.42803,0.100459765,27810.29705,1,45177.53709,0.831859574,392.7355032,3774.293014,65388.9412,0.570981495,0.138972107,31210.33207,0.091178169,27666.61233,1,54333.86315,0.846970362,148.6097002,4343.998042,73338.94773,0.613921898,0.142796627,30595.23396,0.09952932,27990.61835,1,44686.71077,7.887912757,77.88370482,458.5167168,85.77161758
ADC1,abnormal,191.0244038,252,88.74831517,7.080027656,-2.061186043,0.88249338,106.1561377,5931.718412,126379.5891,1.048158658,0.126531795,32985.55694,0.091090913,30784.86815,1,44067.43306,0.887370635,50.13462129,6313.549833,132152.7842,1.080274666,0.129930627,32546.53101,0.096417231,30720.42974,1,41247.53517,0.877378416,159.9439178,5758.954677,122736.8706,1.032079157,0.124661082,33193.10934,0.088082619,30805.3306,1,45802.83198,0.887075335,55.84298071,6286.275857,131810.7779,1.078573359,0.129513916,32563.94866,0.095932604,30709.837,1,41372.77805,7.298054245,100.0170978,542.7248127,107.3151521
ADD1,abnormal,201.7662025,255,85.7369908,10.09906246,-1.862689499,0.839353659,209.385335,8034.391696,70876.21605,0.815536499,0.217617847,22370.02805,0.152718412,20930.56576,1,56563.16771,0.840433398,81.2352862,8661.835574,74201.17051,0.849723816,0.22058699,21996.00348,0.158908701,20734.20697,1,42955.63068,0.844717393,138.0856005,8092.457524,72641.96581,0.823898315,0.216560811,22426.75807,0.152164095,21114.86935,1,51267.92791,0.843122257,79.34866024,8788.015148,75121.4958,0.854187012,0.22312708,21960.26063,0.163032122,20738.09288,1,42831.69894,6.531274063,69.80972169,437.6079156,76.34099576
ADE1,abnormal,205.3397911,255,82.26425407,11.09911768,-1.811000759,0.814233119,154.4209338,7498.0146,78535.30663,0.733998284,0.192053628,27899.80187,0.124427896,25012.19714,1,47926.89407,0.81985957,107.957314,8403.876254,84162.70716,0.77417934,0.196726923,27266.22885,0.133983627,24791.6571,1,41355.66836,0.807355821,217.9688078,7350.050174,75335.73113,0.717202569,0.192234015,27747.69352,0.12411161,24508.88743,1,53623.39713,0.816141433,100.3179217,8427.244073,82734.67567,0.768783615,0.198471087,27132.34603,0.135294859,24520.93685,1,43458.36951,7.967698268,79.70532566,487.0508878,87.67302392
ADF1,abnormal,216.5541624,255,74.44690191,16.55909711,-1.549258732,0.847621362,584.0282334,3786.092915,75195.47205,0.649940354,0.124282754,34750.25343,0.083306121,31050.94971,1,59133.13327,0.850375741,360.2383587,4184.11002,79211.41025,0.678634918,0.128139255,34106.05947,0.089343613,30857.83922,1,52977.11334,0.836834382,671.6153146,3718.588386,71533.38704,0.63583575,0.12395183,34610.21631,0.08151647,30535.21912,1,65461.79865,0.852803171,304.8843331,4188.360051,80117.85395,0.682003181,0.127997154,34175.95073,0.089102809,31075.69291,1,52037.68099,5.659906706,77.27967131,448.5133638,82.93957802
ADH1,abnormal,208.3416955,255,80.24587903,12.29428548,-1.744325258,0.777767712,97.83310647,4982.131002,39324.13688,0.583787808,0.200169369,29529.17987,0.126973808,25547.10959,1,214879.6592,0.787352931,54.18701428,5938.003098,44108.04497,0.637178801,0.209597444,28736.46747,0.142212552,25374.32035,1,130685.5839,0.78784963,90.50500422,5181.64456,41202.31771,0.595054872,0.203324044,29243.22387,0.13108427,25457.03997,1,178524.2962,0.784728356,52.84600272,5930.099883,43586.33997,0.634359944,0.209674276,28725.2489,0.141330472,25297.12133,1,138950.3257,9.09832086,87.00498711,606.6429356,96.10330797
ADI1,normal,225.7818075,255,68.03211781,24.70335209,-1.28842935,0.779664495,496.7752131,4770.606131,25048.93204,0.349060922,0.269370208,18502.05984,0.168696949,17389.60281,1,23962.86974,0.771662246,269.0701769,5679.510229,26479.87394,0.376483586,0.277954883,17357.94452,0.183900898,16449.68313,1,21674.48296,0.77076744,535.9425772,4797.653014,24389.681,0.347964015,0.268972856,18364.27001,0.167573241,17156.35061,1,24703.50014,0.772072833,285.9838585,5687.793283,26502.66732,0.376444129,0.278086017,17370.05012,0.184763969,16471.77728,1,21666.41228,6.724635832,37.13984572,563.1810737,43.86448155
ADJ1,abnormal,199.3521764,255,85.15882078,9.072720277,-1.960377906,0.841369947,142.3697174,4462.592036,66849.99804,0.808642075,0.149824765,33359.72637,0.100274115,30145.30869,1,53065.94451,0.843987957,74.98249619,4848.13793,69993.80178,0.839747101,0.153983807,32885.89832,0.106768238,30105.92667,1,48003.38781,0.826983941,131.8460327,4201.365126,61909.76176,0.777649807,0.146222126,33525.4078,0.095549356,29677.18422,1,59543.33579,0.843282274,91.40680196,4823.342845,69763.54404,0.838571198,0.153645558,32907.78071,0.106176757,30109.12116,1,48185.92527,8.440259054,95.09066165,240.2536191,103.5309207
ADK1,normal,222.1996618,255,69.63023039,20.75996833,-1.413193869,0.814971145,407.6656035,2608.337037,29427.53395,0.42127883,0.183483407,19496.69321,0.120354468,17280.76617,1,32358.99483,0.8168456,255.9071937,2933.446862,31127.13615,0.442571896,0.186298698,18963.14017,0.127173571,17032.82956,1,29384.76457,0.806234816,459.8958189,2537.92605,27986.22103,0.410307517,0.184696332,19431.3627,0.11942198,16935.86783,1,35539.64074,0.818282582,236.9224527,2941.260623,31435.13895,0.445205723,0.18652012,19049.23566,0.127388041,17210.53922,1,28500.89647,7.640706611,49.70952595,406.445355,57.35023256
